"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Daily Volume"
"byfc","6.688","12.05","13.10","-0.09","2,273","3,000","+41.8%","+63.6%","10.9M","901.0K","700.0K","0.20","1.66%","15.80","0.62","0.26","14.77","15.16","0.76","19.37","0.81","12.9M","none","556.0K","4.5%","48.5%","Dec 31","none","none","0.34%","3.94%","none","none","4.62M","5,000","0.7%","5,000","0"
