"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","13-Week Change","13-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"ksl","13.87","18.37","19.98","34.3K","25.0K","+11.4%","+10.8%","199.4M","10.9M","10.1M","1.45","7.89%","none","2.80","none","0.52","none","2.27","6.55","none","none","none","90.6M","5.96M","none","12.3%","Dec 31","none","none","none","19.58%","0.91","9.42","0","50.0K","0.5%","54.0K","1.39","36.0K"
