"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","13-Week Change","13-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume","Shares/ADR"
"catg","12.95","23.65","38.00","9,273","6,000","+11.3%","+10.7%","836.8M","35.4M","25.1M","none","none","6.97","none","-0.44","none","6.77","3.39","none","none","none","-16.4M","-15.5M","none","none","Sep 30","none","none","none","-6.26%","22.55","0","0","0","11.0K","23.0K","1"
