"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","26-Week Change","26-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"ushs","2.45","4.65","5.375","21.1K","20.0K","+55.0%","+71.5%","22.8M","4.90M","1.80M","none","none","1.01","0.36","0.10","7.96","0.88","4.61","12.92","0.58","39.1M","2.94M","1.77M","4.6%","6.7%","Dec 31","none","none","21.51%","52.15%","2.14","0.21","0","53.0K","2.9%","4,000","1.26","42.0K"
