"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"esf","15.438","16.53","19.00","0.78","30.8K","21.0K","-8.2%","+6.0%","791.9M","47.9M","23.0M","none","2.71","1.07","-0.12","39.19","25.89","6.09","15.51","0.42","1.81B","none","51.2M","9.8%","Dec 31","none","none","0.53%","25.54%","none","66.64","1.15B","33.0K","0.1%","5,000","0.77","43.0K","1"
