"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"opof","15.50","26.00","27.00","0.29","727","0","+57.6%","+81.9%","67.6M","2.60M","2.20M","0.64","2.46%","none","19.65","2.13","0.58","13.73","4.35","1.32","12.18","1.89","35.6M","none","5.53M","15.5%","Dec 31","none","1.12%","11.55%","none","0","11.3M","0","0","1,000"
