"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"axa","15.40","21.42","38.094","1.00","311.2K","225.0K","-37.2%","-27.5%","36.7B","1.71B","1.11B","none","13.09","none","0.78","none","14.03","1.64","none","none","none","none","1.38B","none","8.8%","Dec 31","none","none","none","6.32%","none","0.91","0","1.15M","0.1%","1.00M","3.84","300.0K","1"
