"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"hic","0.23","0.25","9.50","1.03","66.5K","174.0K","-97.3%","-96.9%","3.31M","13.2M","3.60M","none","none","10.99","-13.62","-2.31","none","7.49","0.02","none","none","none","none","-180.1M","none","-14.5%","Dec 31","none","none","-8.95%","-93.83%","none","0.76","0","1,000","0.0%","2,000","0.02","61.0K"
