"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"ffbi","12.563","16.38","17.43","7,955","1,000","+27.2%","+46.9%","34.5M","2.11M","1.90M","0.32","1.95%","none","21.30","0.97","0.23","7.62","11.20","0.77","16.92","2.15","16.1M","none","2.04M","12.7%","39.7%","Dec 31","none","0.84%","4.40%","none","none","25.1M","0","0","18.0K"
