"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"ry","26.90","31.27","35.125","0.84","56.7K","48.0K","+6.2%","+22.6%","21.4B","683.3M","676.5M","0.90","2.89%","15.18","2.27","0.60","16.78","2.01","2.06","13.79","1.86","11.0B","none","1.48B","14.5%","Oct 31","none","none","0.80%","17.62%","none","0.35","1.79B","767.0K","0.1%","646.0K","12.37","62.0K"
