"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"sadl.ob","17.75","24.02","28.00","136","0","+4.4%","+20.5%","21.3M","888.0K","200.0K","0.60","2.50%","none","15.22","0.91","4.57","28.96","2.46","1.58","26.40","0.83","25.9M","4.52M","812.0K","3.1%","7.4%","Dec 31","none","3.94%","7.07%","1.55","0.38","2.18M","0","0","0"
