"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"sbga","12.761","14.20","21.50","0.02","1,500","0","+6.5%","+22.9%","28.1M","1.98M","1.20M","0.72","5.07%","13.63","1.40","0.28","12.29","6.69","1.04","10.15","1.16","24.2M","none","2.76M","11.4%","Dec 31","none","none","0.90%","10.58%","none","0","0","0","0","3,000"
