"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"clu","24.85","27.91","31.26","8,591","14.0K","+4.8%","+21.0%","4.48B","160.4M","158.8M","0.33","1.16%","none","13.63","1.54","0.30","31.06","none","2.05","18.15","0.90","4.99B","none","246.8M","4.9%","7.7%","Dec 31","none","1.17%","12.03%","none","0.16","none","92.0K","0.1%","34.0K","11.50","8,000"
