"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"ing","20.70","26.01","41.969","1.00","216.7K","252.0K","-30.2%","-19.5%","51.3B","1.97B","1.95B","none","13.21","5.88","0.42","none","2.38","1.97","4.42","none","none","14.2B","11.3B","none","22.0%","Dec 31","none","none","1.90%","41.82%","none","3.99","4.79B","248.0K","0.0%","681.0K","1.24","200.0K","1"
