"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"gem","3.75","4.60","7.49","0.71","74.0K","64.0K","-0.5%","+14.8%","285.6M","62.1M","18.6M","none","none","none","0.17","none","none","none","none","27.22","none","none","none","none","none","none","Dec 31","none","none","none","none","none","none","56.0K","0.3%","54.0K","0.60","93.0K","6"
