"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares/ADR"
"grdhy.ob","0.42","4.70","6.35","0","0","-14.5%","-1.4%","657.8M","140.0M","102.2M","none","1.26","0.36","0.15","2.96","0.64","3.73","13.13","1.59","426.3M","31.2M","51.4M","12.3%","7.3%","Dec 31","none","21.39%","30.93%","2.97","0.01","89.9M","none","1"
