"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"dlk","0.66","0.81","6.00","2.33","51.0K","39.0K","-79.4%","-76.3%","13.7M","16.9M","12.4M","none","1.17","-0.83","-0.16","none","0.41","0.69","none","none","none","-11.8M","-13.6M","none","none","Mar 31","none","none","-57.17%","-66.67%","2.49","0.04","0","50.0K","0.4%","50.0K","1.61","31.0K"
