"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares/ADR"
"usery.ob","7.00","14.375","14.375","0","0","+59.7%","+84.4%","5.90B","410.4M","114.9M","none","none","none","0.20","none","none","none","none","71.52","none","none","none","none","none","none","Jan 1","none","none","none","none","none","none","none","1"
