"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"novt","5.47","10.36","39.50","1.56","565.7K","154.0K","-64.9%","-59.5%","168.2M","16.2M","8.80M","none","none","3.79","-1.12","0.13","3.13","2.25","2.73","none","3.31","50.4M","-14.0M","-17.9M","-35.4%","-40.7%","Dec 31","none","-23.40%","-27.65%","3.66","0.01","36.5M","1.32M","15.0%","1.19M","2.75","482.0K"
