"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"pso","9.28","12.07","26.25","1.14","74.3K","47.0K","-48.1%","-40.1%","9.63B","797.6M","789.6M","none","none","7.22","none","-0.04","none","0.94","1.67","none","none","none","403.2M","0","none","5.4%","Dec 31","none","none","none","0.00%","1.61","0.70","0","72.0K","0.0%","120.0K","1.64","44.0K","1"
