"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"raff.ob","0.22","0.23","0.625","-0.45","7,591","23.0K","-52.5%","-45.1%","3.04M","13.2M","7.70M","none","none","1.23","0.19","0.06","1.17","0.12","0.19","1.21","0.20","15.8M","714.0K","2.57M","18.0%","-4.6%","Dec 31","none","7.70%","17.21%","1.27","0.90","1.63M","none"
