"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (10-day avg)","4-Week Change","4-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"cvx","82.00","85.01","93.77","2.97M","-2.8%","-7.2%","91.8B","1.08B","1.07B","2.80","3.29%","none","33.79","7.02","1.19","110.22","4.52","2.52","12.12","0.77","117.2B","21.5B","7.46B","6.4%","12.7%","Dec 31","none","none","9.88%","21.73%","1.20","0.44","0","10.1M","0.9%","20.8M","3.15","3.22M"
