"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (10-day avg)","4-Week Change","4-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"odsy","16.15","21.20","21.39","118.0K","+18.2%","+12.8%","290.7M","13.7M","3.60M","none","none","-0.88","0.78","0.29","9.77","0.04","none","27.14","2.17","118.3M","15.2M","9.41M","8.0%","11.2%","Dec 31","none","none","22.84%","none","0.87","1.80","0","none"
