"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"egbn","5.714","10.50","14.00","0.73","3,318","0","+83.8%","+112.1%","30.3M","2.89M","2.20M","none","5.75","0.64","0.08","none","2.91","1.82","16.46","none","none","none","1.70M","none","Dec 31","none","none","0.96%","10.72%","none","0","0","0","0","5,000"
