"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"acba","7.25","9.00","9.99","182","0","+5.9%","+22.2%","14.8M","1.64M","1.40M","none","none","8.18","0.42","0.15","7.64","3.61","1.10","21.53","1.18","12.1M","none","665.0K","5.5%","Dec 31","none","0.44%","5.36%","none","0.13","5.92M","0","0","0"
