"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"cebk","15.50","24.80","27.75","0.55","1,500","3,000","+52.6%","+76.2%","41.7M","1.68M","900.0K","0.40","1.61%","none","22.90","1.53","0.34","none","2.94","1.08","16.21","none","none","none","2.56M","none","43.8%","Mar 31","none","none","0.58%","6.71%","none","none","0","5,000","0.6%","4,000","5.00","1,000"
