"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Daily Volume"
"scp","40.25","54.50","60.00","0.26","136","0","+19.1%","+37.5%","56.1M","1.03M","300.0K","1.00","1.83%","none","58.72","-2.15","0.90","60.29","8.89","0.93","none","0.90","62.2M","2.44M","-2.21M","-3.6%","-7.4%","June 30","none","-2.94%","-3.66%","2.62","0.10","9.15M","1,000","0.3%","1,000","0"
