"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"cblrf.ob","0.188","0.35","0.69","-0.11","48.0K","56.0K","-6.7%","+7.7%","11.0M","31.4M","31.1M","none","0.61","-1.29","-0.02","none","0.07","0.58","none","none","none","-37.2M","-20.6M","none","none","Dec 31","none","none","-121.39%","-115.93%","2.06","0.31","0","1,000","0.0%","0","0.05","19.0K"
