"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"nrom.ob","0.969","1.07","2.10","0.41","1,682","3,000","-22.2%","-10.2%","16.5M","15.4M","3.40M","none","-0.18","0.05","0.01","none","0.00","none","21.84","none","none","2.68M","790.0K","none","43.9%","Dec 31","none","none","6.08%","none","3.96","4.69","0","3,000","0.1%","0","0.75","4,000"
