"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","26-Week Change","26-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"ctzn","12.50","15.65","16.66","34.4K","15.0K","+3.9%","+15.0%","145.8M","9.32M","8.40M","none","none","16.23","0.46","0.27","7.03","2.28","0.96","34.40","2.23","65.6M","none","4.13M","6.4%","Mar 31","none","0.49%","3.13%","none","0","21.7M","17.0K","0.2%","26.0K","0.31","55.0K"
