"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"stkr","4.91","11.06","21.625","-1.81","37.4K","45.0K","-26.0%","-14.5%","118.7M","10.7M","3.80M","none","3.13","-0.90","-0.34","1.63","0.84","3.53","none","6.79","16.6M","-8.83M","-9.54M","-57.6%","-57.5%","Dec 31","none","-23.93%","-32.72%","2.45","0.13","9.57M","174.0K","4.6%","166.0K","3.96","44.0K"
