"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"ubs","38.05","49.86","59.033","188.4K","192.0K","+5.5%","+21.8%","62.6B","1.26B","1.24B","1.17","2.35%","21.29","2.40","0.40","26.38","80.27","2.34","20.81","1.89","34.8B","none","3.24B","9.8%","Dec 31","none","0.49%","12.47%","none","3.22","100.8B","970.0K","0.1%","1.52M","6.34","153.0K","1"
