"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short"
"cksb.ob","5.625","9.45","10.05","0.15","318","0","+35.0%","+55.8%","9.70M","1.03M","700.0K","none","none","8.29","0.59","0.13","none","1.21","1.14","16.04","none","none","none","586.0K","none","Dec 31","none","none","0.98%","7.05%","none","0","0","none"
