"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"facoq.ob","0.03","0.10","1.25","5,909","0","+150.0%","+188.6%","1.79M","17.9M","3.60M","none","2.81","-0.27","0.01","0.93","1.42","0.04","none","0.11","16.6M","2.83M","-4.87M","-29.4%","-16.9%","Dec 31","none","-3.52%","-9.15%","none","0.83","25.4M","0","0","26.0K"
