"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares/ADR"
"omvky.ob","13.25","14.875","25.00","0","0","+12.3%","+29.6%","80.3M","5.40M","5.34M","none","none","326.55","53.53","32.81","1,237.08","28.42","0.05","0.28","0.01","6.68B","726.4M","289.1M","4.3%","6.6%","Dec 31","none","5.77%","17.23%","0.69","0","153.5M","none","5"
