"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","26-Week Change","26-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"galn","28.15","43.14","52.75","30.8K","29.0K","-17.0%","-8.2%","2.04B","47.3M","39.8M","none","none","15.25","0.58","0.28","9.38","2.08","2.83","74.25","4.60","375.6M","61.1M","23.4M","6.3%","15.7%","Sep 30","none","none","2.47%","3.92%","1.40","0.49","0","7,000","0.0%","1,000","0.25","28.0K","4"
