"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"bb","11.90","13.50","17.60","0.01","2,818","2,000","-4.4%","+10.3%","487.6M","36.1M","5.42M","none","none","6.64","0.47","0.13","7.51","12.53","2.03","28.42","1.80","271.3M","none","17.2M","6.3%","Dec 31","none","0.61%","7.29%","none","0","452.6M","1,000","0.0%","0","0.25","4,000","1"
