"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"kry","0.625","1.92","2.20","1.24","135.0K","262.0K","+92.0%","+121.6%","135.3M","70.5M","65.5M","none","none","1.16","-0.01","0","0.81","0.05","1.66","none","2.35","37.3M","3.96M","-488.0K","2.2%","7.2%","Dec 31","none","none","0.74%","-0.66%","1.15","0.21","5.16M","734.0K","1.1%","0","6.80","108.0K"
