"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"nara","13.875","16.35","20.813","-0.05","22.7K","25.0K","+17.8%","+36.0%","89.9M","5.50M","3.20M","none","9.12","1.89","0.43","8.42","5.10","1.79","8.65","1.94","48.9M","none","11.0M","22.4%","Dec 31","none","none","1.83%","23.93%","none","0","0","6,000","0.2%","5,000","0.75","8,000"
