"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume","Shares/ADR"
"redf","0.45","0.79","5.75","19.4K","94.0K","-77.8%","-74.4%","20.2M","25.6M","5.40M","none","none","2.23","-0.43","-0.17","0.47","1.29","0.35","none","1.67","15.1M","-11.3M","-15.5M","none","none","Mar 31","none","none","-23.12%","-25.43%","4.96","0","0","0","0","7,000","0.5"
