"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short"
"lcnb.ob","32.50","40.75","42.00","318","0","+1.9%","+17.6%","71.8M","1.76M","1.50M","2.00","4.91%","none","27.92","3.34","0.80","18.51","7.06","1.46","12.20","2.20","32.8M","none","5.92M","18.0%","Dec 31","none","1.28%","12.51%","none","0.17","12.5M","none"
