"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"summ","8.571","10.50","13.00","591","0","+16.0%","+34.0%","39.8M","3.79M","2.80M","none","6.35","0.65","0.17","5.07","2.33","1.65","16.28","2.07","21.0M","none","2.68M","12.7%","Dec 31","none","1.04%","12.00%","none","0","8.82M","0","0","1,000"
