"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"cw","39.82","42.40","53.70","20.8K","13.0K","-14.7%","-1.5%","613.0M","14.5M","8.40M","0.60","1.42%","31.20","3.77","0.85","32.11","8.54","1.36","11.25","1.32","328.4M","63.2M","38.5M","11.7%","14.8%","Dec 31","none","9.29%","12.93%","4.01","0.07","86.0M","268.0K","3.2%","221.0K","11.65","23.0K"
