"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"hwg","3.125","5.50","7.45","-0.28","636","1,000","+69.2%","+95.3%","7.84M","1.43M","300.0K","none","14.49","none","0.28","none","9.00","0.38","none","none","none","5.94M","463.0K","none","1.5%","Dec 31","none","none","none","2.24%","none","1.11","0","0","0","1,000"
