"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"pubb","7.841","10.67","12.60","2,864","2,000","+34.1%","+54.8%","101.0M","9.46M","3.40M","none","8.78","none","0.32","none","2.67","1.22","none","none","none","none","3.06M","none","Dec 31","none","none","none","3.69%","none","0","26.8M","0","0","4,000"
