"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"tbh","20.90","34.97","82.00","-1599.10","550.5K","633.0K","-39.8%","-30.6%","11.7B","334.4M","321.0M","none","none","none","0.00","none","none","none","none","8,742.50","none","none","none","none","none","none","Dec 31","none","none","none","none","none","none","2.91M","0.9%","2.61M","4.95","588.0K","1"
