"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short"
"bmrb.ob","8.00","10.00","11.50","0.30","727","0","+21.2%","+39.9%","29.8M","2.98M","2.60M","0.36","3.60%","7.99","0.95","0.22","5.79","3.84","1.25","10.57","1.73","17.3M","none","2.83M","16.3%","Dec 31","none","1.31%","12.46%","none","0","11.4M","none"
