"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (10-day avg)","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"vas","17.18","17.79","18.75","808.0K","462.5M","26.0M","25.7M","none","none","11.12","0.57","0.17","13.50","0.25","1.60","30.94","1.32","351.0M","43.7M","14.9M","4.3%","8.3%","Dec 31","none","none","3.88%","5.20%","1.77","0.00","6.40M","none"
