"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","26-Week Change","26-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"jpm","29.04","37.72","57.33","8.24M","7.56M","-22.8%","-14.6%","74.4B","1.97B","1.95B","1.36","3.61%","none","21.15","1.32","0.22","17.41","11.30","1.78","28.47","2.17","35.3B","none","2.69B","7.8%","Dec 31","none","0.38%","6.58%","none","0.99","22.3B","21.6M","1.1%","16.9M","2.74","7.90M"
