"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"iycoy","34.00","44.00","61.35","0.70","13.1K","12.0K","-14.6%","-1.4%","18.4B","418.1M","393.0M","none","20.50","0.96","0.26","61.08","10.85","2.15","45.64","0.72","25.2B","2.22B","395.9M","2.9%","5.3%","Feb 28","none","4.12%","4.76%","1.61","0.33","4.53B","5,000","0.0%","3,000","0.28","18.0K","4"
