"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","26-Week Change","26-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"grmn","12.70","17.45","25.688","136.1K","89.0K","-12.8%","-3.5%","1.88B","107.6M","58.1M","none","none","4.08","1.06","0.23","3.38","2.89","4.28","16.51","5.16","361.8M","136.2M","113.0M","31.2%","35.1%","Dec 30","none","none","24.52%","30.44%","11.80","0.08","313.3M","788.0K","1.4%","720.0K","13.13","60.0K"
