"Company","52-Week Low","Recent Price","52-Week High","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"lava","17.25","22.79","22.79","665.4M","29.2M","4.85M","none","none","-3.63","-2.02","-0.50","1.30","1.11","none","none","17.52","25.1M","-24.4M","-38.5M","none","none","Mar 31","none","-95.39%","none","1.73","none","26.9M","none"
