"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"bsb","14.25","15.85","19.80","0.56","42.5K","55.0K","+7.5%","+24.0%","1.81B","114.5M","10.3M","none","none","none","1.18","0.29","none","none","none","13.48","none","none","none","134.6M","none","Dec 31","none","none","1.81%","23.27%","none","none","0","111.0K","1.1%","229.0K","3.00","37.0K","22"
