"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"mss","5.61","6.50","27.125","0.82","132.8K","98.0K","-73.3%","-69.2%","74.7M","11.5M","9.50M","none","3.18","0.33","-0.37","12.71","0.06","2.04","19.94","0.51","119.3M","18.2M","2.49M","2.1%","13.4%","Mar 31","none","none","2.97%","10.55%","1.81","1.43","1.29M","1.77M","18.6%","0","11.56","153.0K"
