"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"egnd.ob","0.04","0.075","0.344","1.25","28.3K","13.0K","-65.8%","-60.5%","1.27M","17.0M","13.4M","none","none","-0.03","-0.11","-0.01","0.01","0.00","none","none","11.24","97.0K","-1.52M","-1.58M","none","none","May 31","none","-269.40%","none","0.02","none","9,000","none"
