"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Daily Volume"
"pmcf.ob","0.02","0.05","3.75","0.45","2,636","1,000","-98.7%","-98.5%","185.0K","3.71M","1.70M","none","none","0.34","-1.38","-0.12","1.50","0.00","0.15","none","0.03","5.58M","-3.34M","-5.13M","-92.0%","-88.8%","Dec 31","none","-29.07%","-159.85%","none","11.89","10.0K","19.0K","1.1%","19.0K","0"
