"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"imi","15.20","22.00","36.00","0.69","45.6K","34.0K","-28.2%","-17.1%","15.4B","702.0M","491.4M","none","none","none","1.65","none","none","none","none","13.34","none","none","none","none","none","Dec 31","none","none","none","none","none","none","164.0K","0.0%","12.0K","3.15","52.0K","2"
