"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","26-Week Change","26-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares/ADR"
"zfsvy.ob","16.70","25.64","36.70","0","0","-24.5%","-16.4%","21.4B","835.9M","828.0M","none","none","21.77","2.26","1.03","44.31","9.69","1.18","11.35","0.58","37.4B","none","1.91B","5.3%","7.0%","Dec 31","none","0.87%","9.56%","none","0.60","8.10B","none","0.1"
