"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","26-Week Change","26-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"tsma","15.19","17.87","22.25","455","0","-18.8%","-10.1%","523.0M","29.3M","12.5M","0.41","2.30%","none","9.44","1.91","0.55","25.85","2.08","1.89","9.36","0.69","764.5M","112.9M","56.5M","7.4%","10.3%","July 31","none","12.03%","22.32%","1.80","0.29","60.9M","0","0","1,000"
