"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Daily Volume"
"libha","4.15","4.92","7.30","0.55","273","0","-7.4%","+6.9%","18.5M","3.75M","1.40M","0.28","5.69%","none","12.27","-1.48","0.03","29.27","1.46","0.40","none","0.17","111.0M","-7.17M","-5.65M","-5.1%","-8.6%","Dec 31","none","-7.94%","-11.55%","2.53","0.07","5.46M","3,000","0.2%","3,000","0"
