"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"dmh","9.76","15.00","22.00","0.22","2,364","2,000","-29.4%","-18.5%","237.8M","15.8M","8.72M","none","none","8.86","none","-0.27","none","1.40","1.69","none","none","none","none","-3.69M","none","none","Dec 31","none","none","none","-2.62%","1.70","0.59","16.0M","11.0K","0.1%","11.0K","11.00","1,000","1"
