"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"tmn","2.30","3.49","4.09","0.14","7,409","17.0K","+18.8%","+37.1%","55.1M","15.8M","7.70M","none","1.86","0.01","0.04","none","0.98","1.87","387.78","none","none","9.04M","432.0K","none","2.0%","Sep 30","none","none","1.16%","1.47%","1.17","1.86","10.4M","74.0K","1.0%","74.0K","12.33","6,000"
