"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"gsk","24.375","50.81","58.875","0.54","718.4K","763.0K","-9.1%","+5.0%","158.2B","3.11B","2.77B","none","3.96","none","0.51","none","1.17","12.84","none","none","none","9.25B","780.8M","none","24.3%","Dec 31","none","none","none","6.34%","1.18","0.43","0","3.62M","0.1%","4.03M","6.56","552.0K","2"
