"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"klm","6.95","11.98","27.00","1.25","116.4K","80.0K","-36.7%","-27.0%","560.8M","46.8M","46.3M","0.90","7.48%","41.22","0.98","0.36","132.52","16.25","0.29","12.26","0.09","6.20B","573.5M","45.7M","0.8%","2.9%","Mar 31","none","0.58%","2.37%","1.13","2.04","760.8M","238.0K","0.5%","372.0K","2.43","98.0K","1"
